timestep,datetime,J,Cl mg/l,Q,ET,Q Cl mg/l,S_scale
6996,37435.00,0,0,1.479393855,4.213765359,,6438.720545
6997,37436.00,0.562620885,2.739726027,1.429994413,2.467475413,,6523.776692
6998,37437.00,25.94726926,2.739726027,2.00775419,1.807078656,,5823.332792
6999,37438.00,18.0048013,2.739726027,5.134977654,1.291447157,,3712.235467
7000,37439.00,14.46070227,2.739726027,4.742396648,1.664376082,7.2,4051.256844
7001,37440.00,0.696185285,0.821917808,3.333544693,3.346337186,,4687.568952
7002,37441.00,13.13753553,0.821917808,2.810337989,3.112461874,,5132.545023
7003,37442.00,18.45805751,0.821917808,8.837296089,1.843051537,,2987.408049
7004,37443.00,4.901660245,0.821917808,4.807910615,2.962556458,,4010.230406
7005,37444.00,7.418307945,0.821917808,3.869069832,3.945144831,,4435.8881
7006,37445.00,14.87370776,0.821917808,8.590550279,3.36848966,,2996.353673
7007,37446.00,2.578424705,0.821917808,4.782217877,2.669896552,7.1,4028.773392
7008,37447.00,3.74837564,2.739726027,3.800539106,3.28841462,,4466.61383
7009,37448.00,19.43252882,2.739726027,7.638184358,3.500441556,,3163.415002
7010,37449.00,0.81364648,2.739726027,4.526899441,4.574116458,,4124.306882
7011,37450.00,0.199045115,2.739726027,3.575413408,5.333173278,,4579.332067
7012,37451.00,0,0,3.010223464,6.526339629,,4917.79311
7013,37452.00,0,0,2.647709497,6.432366934,,5179.007342
7014,37453.00,0,0,2.381907821,4.879049932,6.9,5396.858339
7015,37454.00,0,0,2.185114525,1.823771004,,5580.099839
7016,37455.00,0,0,2.005567039,3.777974538,,5764.519317
7017,37456.00,0,0,1.879114525,3.826141402,,5905.472952
7018,37457.00,5.372502485,2.054794521,1.837282123,2.062684616,,5958.775901
7019,37458.00,0,0,1.679606145,5.115250964,,6148.571954
7020,37459.00,0.3690244,2.054794521,1.586463687,1.754198773,,6284.08511
7021,37460.00,34.0365653,2.054794521,4.232513966,0.988870756,7.3,4173.322962
7022,37461.00,0.068083685,2.336685186,2.452324022,1.909390695,,5285.732145
7023,37462.00,0.1255128,7.257853342,1.958002793,2.610787556,,5809.480924
7024,37463.00,0.25362857,2.960022558,1.762893855,4.341873317,,6044.105847
7025,37464.00,0.437108085,2.206278795,1.672240223,2.011161086,,6165.063881
7026,37465.00,0.877061825,0.89132081,1.563636872,4.952815635,,6311.051921
7027,37466.00,0,0,1.477734637,4.005308833,,6445.008761
7028,37467.00,3.06544791,2.32651379,1.458527933,1.536075023,6.6,6478.978174
7029,37468.00,0.61798463,4.636323289,1.416821229,2.215020715,,6539.802156
7030,37469.00,5.83202045,1.335904914,1.452620112,1.024356496,,6485.536453
7031,37470.00,0.811581115,2.582742366,1.340044693,2.67982995,,6659.694133
7032,37471.00,0.32455791,2.501959853,1.221310056,5.012403279,,6887.167471
7033,37472.00,0.49998583,7.706001903,1.146896648,2.629357852,,7038.260653
7034,37473.00,0.570672485,2.00074987,1.096617318,4.730545112,,7143.655725
7035,37474.00,0,0,1.02072067,5.055338699,6.5,7318.726896
7036,37475.00,3.37237485,0.684931507,1.02527095,1.970653368,,7317.868877
7037,37476.00,10.32987975,0.684931507,1.10848324,1.586931978,,7154.190058
7038,37477.00,11.78826862,0.684931507,2.328662011,1.014343089,,5338.162135
7039,37478.00,1.12057343,0.684931507,1.461645251,2.170817418,,6439.511515
7040,37479.00,10.12122246,0.684931507,1.324583799,1.601191157,,6720.597376
7041,37480.00,0.562620885,0.684931507,1.520949721,4.606129828,,6355.842335
7042,37481.00,11.78125941,0.684931507,1.517631285,1.80122876,6.7,6418.703263
7043,37482.00,1.374202,0.410958904,1.821946927,2.018911613,,5952.162771
7044,37483.00,1.374201995,0.410958904,1.494628492,3.714615654,,6411.310832
7045,37484.00,0,0,1.366944134,4.370567187,,6622.141903
7046,37485.00,0.5025888,0.410958904,1.300148045,4.36668367,,6739.894388
7047,37486.00,24.25918947,0.410958904,4.703656425,1.725385096,,3918.658068
7048,37487.00,0.068083685,0.410958904,2.439125698,2.537945887,,5321.646171
7049,37488.00,3.09918206,0.410958904,2.070326816,2.147809044,6.5,5692.367982
7050,37489.00,0.308992315,4.660607316,1.82398324,3.966231794,,5968.219967
7051,37490.00,0,0,1.711634078,3.061218004,,6111.972608
7052,37491.00,0,0,1.621256983,2.907786601,,6231.741084
7053,37492.00,0,0,1.529547486,3.397587484,,6364.714239
7054,37493.00,0.308992315,6.165643304,1.472153631,2.383661232,,6453.964978
7055,37494.00,0,0,1.401159218,3.619594731,,6563.689291
7056,37495.00,0,0,1.292430168,5.31073529,6.6,6750.699307
7057,37496.00,0.560017915,5.841250519,1.248938547,2.368442575,,6838.95819
7058,37497.00,7.547631035,6.908390889,1.311662011,2.573123504,,6723.456048
7059,37498.00,18.67460149,13.55924424,1.935854749,0.751619423,,5761.42324
7060,37499.00,0.068083685,1.10376117,1.632997207,3.078851094,,6158.930979
7061,37500.00,0,0,1.306206704,4.404138403,,6723.306692
7062,37501.00,0,0,1.209594972,4.42142491,,6908.664144
7063,37502.00,0,0,1.180156425,1.526597095,6.5,6972.036964
7064,37503.00,0.798080885,2.328767123,1.139203911,2.518713059,,7057.339164
7065,37504.00,13.70874561,2.328767123,1.378055866,1.50883184,,6592.082794
7066,37505.00,28.28926934,2.328767123,5.87403352,0.907335489,,3540.232405
7067,37506.00,15.74950392,2.328767123,4.554829609,1.897302659,,4186.755889
7068,37507.00,2.86846816,2.328767123,5.536583799,2.821688906,,3630.769881
7069,37508.00,26.93471146,2.328767123,6.309276536,0.526405562,,3427.796583
7070,37509.00,1.057912835,2.328767123,9.495050279,3.620427518,6.3,2695.149644
7071,37510.00,0,0,4.813969274,4.296131987,,4007.174205
7072,37511.00,0,0,3.687536313,1.674561432,,4519.078732
7073,37512.00,0,0,3.011480447,3.527531507,,4913.0953
7074,37513.00,0,0,2.55977095,3.031961406,,5245.505956
7075,37514.00,0,0,2.263248603,3.053978139,,5503.160276
7076,37515.00,0,0,2.065374302,1.279591333,,5699.806496
7077,37516.00,0,0,1.896586592,1.457229967,6.5,5884.908003
7078,37517.00,0,0,1.773527933,1.677818334,,6032.068755
7079,37518.00,0,0,1.667488827,1.307345112,,6170.879465
7080,37519.00,0,0,1.588173184,1.397098865,,6279.566623
7081,37520.00,0,0,1.50448324,2.352574344,,6400.507383
7082,37521.00,0,0,1.425569832,1.831345164,,6526.708677
7083,37522.00,0,0,1.355405028,2.337668706,,6643.034441
7084,37523.00,0,0,1.287150838,3.128763402,6.8,6762.810618
7085,37524.00,0,0,1.251930168,1.976232145,,6836.024793
7086,37525.00,2.00230359,2.140866336,1.245921788,1.397248148,,6843.467317
7087,37526.00,0,0,1.209620112,1.169812301,,6913.669557
7088,37527.00,0,0,1.163715084,1.061931583,,7003.365626
7089,37528.00,0,0,1.103782123,2.902771876,,7131.03483
7090,37529.00,0,0,1.049656425,2.364762047,,7252.035749
7091,37530.00,0.377076,4.599678855,1.015215084,2.084448521,6.7,7338.127128
7092,37531.00,12.8441088,0.875937053,1.179578212,1.279796446,,6991.795514
7093,37532.00,0.7461004,4.898656163,1.190413408,2.411559365,,6894.630249
7094,37533.00,0.308992315,7.337266184,1.028136872,2.472424344,,7300.491866
7095,37534.00,0.065480715,5.784251096,0.982131285,0.490697245,,7420.243455
7096,37535.00,0.3690244,1.618000901,0.938187151,2.304722241,,7530.547245
7097,37536.00,0,0,0.898189944,0.610842703,,7641.77295
7098,37537.00,0,0,0.863748603,1.244402909,6.7,7741.386213
7099,37538.00,0,0,0.836773743,1.59452214,,7824.174961
7100,37539.00,0,0,0.824379888,0.432328019,,7864.630934
7101,37540.00,13.67992247,0.95890411,0.948117318,0.290205355,,7574.947797
7102,37541.00,8.606644595,0.95890411,2.003932961,1.592897528,,5585.917985
7103,37542.00,30.98318915,0.95890411,2.525581006,0.074009606,,5129.776487
7104,37543.00,9.318263365,0.95890411,5.517075419,0.961668285,,3641.091086
7105,37544.00,12.82586249,0.95890411,5.315379888,0.163456622,6.6,3826.349549
7106,37545.00,0,0,3.664986034,0.496149539,,4488.169765
7107,37546.00,11.89818299,1.232876712,2.710960894,1.095047846,,5150.477352
7108,37547.00,1.79826969,1.232876712,3.698597765,1.309170338,,4491.334611
7109,37548.00,0.678016715,1.232876712,2.548684358,1.200478472,,5250.612016
7110,37549.00,21.99982914,1.232876712,4.726081006,0.068013635,,4031.82322
7111,37550.00,6.79871778,1.232876712,8.570162011,0.715786526,,2976.141841
7112,37551.00,18.62650906,1.232876712,7.59677933,0.667610803,6.4,3269.987392
7113,37552.00,5.682197345,46.57534247,7.819265363,0.835661088,,3159.95853
7114,37553.00,33.2339716,46.57534247,12.05808939,0.889123017,,2241.077945
7115,37554.00,34.87420892,46.57534247,35.45401676,0.601118918,,1033.926811
7116,37555.00,17.81273258,46.57534247,16.3936257,1.163854419,,2031.171053
7117,37556.00,21.449284,46.57534247,18.26459497,0.704945403,,1880.973863
7118,37557.00,0.201648085,46.57534247,9.856005587,0.942531723,,2794.537424
7119,37558.00,19.82544805,46.57534247,9.287824022,0.095928249,14.6,2915.872397
7120,37559.00,9.78464714,5.753424658,10.71879888,0.164682175,,2688.618529
7121,37560.00,1.005177595,5.753424658,7.649572626,0.245213271,,3210.347092
7122,37561.00,16.4531838,5.753424658,10.25595251,0.131359556,,2697.51604
7123,37562.00,26.65164226,5.753424658,18.00761732,0.143907688,,1790.203316
7124,37563.00,19.85140613,5.753424658,17.89499162,0.56611995,,1929.972364
7125,37564.00,7.66831055,5.753424658,10.84610615,0.727662128,,2658.521128
7126,37565.00,11.77350272,5.753424658,9.188798883,0.363699212,13.4,2940.64623
7127,37566.00,31.28767595,3.561643836,22.10706704,0.412652986,,1594.3477
7128,37567.00,13.38779024,3.561643836,10.55941341,0.424633097,,2716.728959
7129,37568.00,92.92143989,3.561643836,56.57895251,0.145215162,,347.9447644
7130,37569.00,9.786712505,3.561643836,18.10367598,0.5989522,,1776.424493
7131,37570.00,21.56921205,3.561643836,18.98431844,0.571762568,,1830.680749
7132,37571.00,7.712359435,3.561643836,10.56361173,0.509674653,,2705.994888
7133,37572.00,8.38084172,3.561643836,8.662122905,0.361447161,10,3038.771945
7134,37573.00,11.86752508,1.917808219,7.20522905,0.369723005,,3356.112114
7135,37574.00,25.58700031,1.917808219,24.5357095,0.121996632,,1434.269399
7136,37575.00,0.068083685,1.917808219,9.777946927,0.346462549,,2802.263589
7137,37576.00,0.308992315,1.917808219,6.376751397,0.357187689,,3524.442448
7138,37577.00,0,0,4.862790503,0.379875402,,4005.313265
7139,37578.00,0,0,3.90227933,0.685687316,,4414.184309
7140,37579.00,1.62783056,1.917808219,3.322206704,0.204838935,8.8,4728.071221
7141,37580.00,3.081013495,4.794520548,3.037198324,0.18891838,,4906.126752
7142,37581.00,5.727521875,4.794520548,3.077673184,0.108936039,,4891.504764
7143,37582.00,8.67212531,4.794520548,3.492050279,0.106936569,,4650.431646
7144,37583.00,3.39260878,4.794520548,3.565131285,0.295843217,,4595.428967
7145,37584.00,0.1255128,4.794520548,2.997829609,0.237499399,,4927.21468
7146,37585.00,0.377076,4.794520548,2.694192737,0.278501189,,5147.505863
7147,37586.00,5.201315885,4.794520548,2.604243017,0.365008986,8.7,5227.097359
7148,37587.00,11.58914575,26.30136986,4.494921788,0.106165598,,4128.672565
7149,37588.00,7.2198876,26.30136986,4.428829609,0.314934949,,4190.069497
7150,37589.00,2.245815195,26.30136986,3.971664804,0.174973515,,4386.284851
7151,37590.00,14.84592702,26.30136986,6.082567039,0,,3522.842746
7152,37591.00,41.36388217,26.30136986,18.21094693,0.586232907,,1737.755446
7153,37592.00,53.01516031,26.30136986,38.68343296,0.43783685,,942.9058265
7154,37593.00,8.958280715,26.30136986,17.88096369,0.249666137,14,1851.436592
7155,37594.00,20.05264658,8.356164384,13.01246648,0.203649061,,2403.978905
7156,37595.00,0.308992315,8.356164384,9.334885475,0.173172307,,2881.336582
7157,37596.00,0.5025888,8.356164384,6.392011173,0.122273165,,3524.816354
7158,37597.00,1.326889855,8.356164384,5.064460894,0.091410241,,3935.56568
7159,37598.00,0.308992315,8.356164384,4.102340782,0.104265137,,4320.384052
7160,37599.00,0,0,3.453159218,0.299411173,,4649.827388
7161,37600.00,0,0,2.9835,0.064407961,9.3,4938.487669
7162,37601.00,0,0,2.641148045,0.078997362,,5184.583948
7163,37602.00,0,0,2.383617318,0.097519534,,5398.066395
7164,37603.00,1.07065831,1.751951584,2.232502793,0.163170798,,5539.354379
7165,37604.00,1.50776639,4.510274689,2.226217877,0.101599356,,5549.294751
7166,37605.00,11.3650878,5.585769563,2.870421788,0.10300828,,5040.309813
7167,37606.00,0.87706183,1.762536501,2.63096648,0.09255864,,5168.694214
7168,37607.00,0,0,2.216086592,0.160887287,9.4,5547.403532
7169,37608.00,0,0,1.990684358,0.260321355,,5778.745977
7170,37609.00,0,0,1.850857542,0.145136642,,5939.102029
7171,37610.00,2.905585585,1.506849315,1.806460894,0.242046404,,5998.222561
7172,37611.00,27.59308406,1.506849315,4.762055866,0.160876922,,3720.818699
7173,37612.00,10.51126108,1.506849315,10.51207542,0.255883784,,2599.399553
7174,37613.00,9.41355737,1.506849315,6.948477654,0.222026693,,3407.243905
7175,37614.00,12.21992807,1.506849315,9.237695531,0.298811355,,2927.176903
7176,37615.00,3.285264545,1.506849315,6.968740223,0.211651246,,3371.529845
7177,37616.00,19.12467219,1.506849315,8.761625698,0.244886942,,3047.980829
7178,37617.00,32.24892465,1.506849315,23.4732067,0.24276453,,1564.351677
7179,37618.00,1.56313014,1.506849315,11.0325419,0.24774819,,2586.001708
7180,37619.00,78.90117676,1.506849315,47.78756145,0.188268869,,533.6821713
7181,37620.00,7.64617619,1.506849315,17.1750419,0.118292118,,1916.943268
7182,37621.00,3.00203256,1.506849315,9.128111732,0.109005337,,2929.324219
7183,37622.00,22.43491676,1.506849315,13.29639385,0.244248035,,2383.5358
7184,37623.00,19.45728172,1.506849315,14.57426816,0.275342727,,2213.112132
7185,37624.00,1.078709915,1.506849315,10.71907542,0.013106048,,2647.802625
7186,37625.00,0.926976945,1.506849315,6.683304469,0.106673313,,3441.421376
7187,37626.00,0.25362857,1.506849315,4.92450838,0.575243617,,3979.530355
7188,37627.00,0,0,3.85426257,0.02185898,,4434.971926
7189,37628.00,0,0,3.213452514,0.02336322,8.2,4791.923197
7190,37629.00,0,0,2.900765363,0.02647676,,4997.570304
7191,37630.00,0.5025888,9.863013699,2.487217877,0.222574843,,5303.568061
7192,37631.00,0.12006417,9.863013699,2.247310056,0.148608428,,5519.9008
7193,37632.00,0.308992315,9.863013699,2.047122905,0.162228433,,5718.781321
7194,37633.00,18.92216606,9.863013699,2.287106145,0.341818927,,5555.377132
7195,37634.00,4.57866292,9.863013699,4.648424581,0.254397454,,4049.321449
7196,37635.00,9.93984113,9.863013699,5.007544693,0.589510265,8.5,3966.238345
7197,37636.00,15.95067275,6.164383562,9.06747486,0.545899983,,2866.262014
7198,37637.00,0.060032085,6.164383562,5.150337989,0.696951161,,3890.75001
7199,37638.00,14.36124469,6.164383562,6.201150838,0.50570972,,3555.886778
7200,37639.00,11.70928768,6.164383562,5.945002793,0.38318981,,3680.74932
7201,37640.00,8.753171625,6.164383562,8.921488827,0.441819028,,2951.115327
7202,37641.00,18.79734639,6.164383562,13.81952514,0.403571737,,2296.90009
7203,37642.00,10.34648774,6.164383562,10.26002514,0.322064143,8.3,2755.339895
7204,37643.00,16.18519694,5.753424658,9.321712291,0.306481508,,2919.588707
7205,37644.00,0,0,7.384600559,0.604286904,,3262.514678
7206,37645.00,7.514191775,5.753424658,5.883511173,0.595906272,,3678.64148
7207,37646.00,19.56438325,5.753424658,10.94525698,0.594439838,,2605.063575
7208,37647.00,10.69594791,5.753424658,8.093639665,0.443716242,,3148.23245
7209,37648.00,20.2184101,5.753424658,9.493818436,0.405992481,,2788.144721
7210,37649.00,14.97386786,5.753424658,10.00201676,0.570176643,8.1,2800.225501
7211,37650.00,3.37390262,22.46575342,8.65274581,0.902584974,,2991.781175
7212,37651.00,1.924485025,22.46575342,6.105921788,0.199083715,,3602.271018
7213,37652.00,5.663446225,22.46575342,4.717608939,0.142934976,,4083.082333
7214,37653.00,14.94667694,22.46575342,9.265148045,0.541616871,,2929.127699
7215,37654.00,10.3339072,22.46575342,7.780726257,0.458618529,,3222.725346
7216,37655.00,1.342455455,22.46575342,6.76123743,0.426822904,,3417.122703
7217,37656.00,2.223405305,22.46575342,5.056013966,0.287055163,9.2,3936.141929
7218,37657.00,1.91701596,3.287671233,4.068854749,0,,4335.253555
7219,37658.00,14.01905582,3.287671233,6.116882682,0.46045495,,3581.074863
7220,37659.00,10.27918434,3.287671233,11.65595531,0.46324839,,2539.73244
7221,37660.00,14.32334697,3.287671233,8.023122905,0.592832813,,3173.896775
7222,37661.00,4.148826145,3.287671233,9.086807263,0.479929557,,2911.261839
7223,37662.00,16.43836566,3.287671233,7.664178771,0.646816868,,3261.632376
7224,37663.00,0.193596485,3.287671233,8.357832402,1.061244052,8.8,3013.991137
7225,37664.00,0.3690244,0.623617863,5.630203911,1.317760345,,3745.72305
7226,37665.00,0.877061825,20.02154834,4.519332402,0.156043162,,4139.568036
7227,37666.00,0,0,3.653547486,0.558646166,,4539.935972
7228,37667.00,0,0,3.112717877,1.19920715,,4853.854953
7229,37668.00,0,0,2.742335196,0.611064745,,5107.222043
7230,37669.00,0,0,2.426379888,0.455677335,,5358.847692
7231,37670.00,0,0,2.202234637,0.510793455,8.2,5563.202226
7232,37671.00,0,0,1.995435754,0.5020881,,5773.767185
7233,37672.00,0.068083685,3.526679849,1.840173184,0.222700285,,5951.547183
7234,37673.00,0.434505115,2.937805645,1.744642458,0.781816007,,6069.330659
7235,37674.00,0,0,1.636315642,1.129099449,,6212.009223
7236,37675.00,1.44228568,3.944391297,1.592497207,0.74135938,,6275.889196
7237,37676.00,0,0,1.460865922,0.296503751,,6467.459059
7238,37677.00,0,0,1.365687151,0.84091095,8,6622.661365
7239,37678.00,0,0,1.266561453,1.230770882,,6799.580155
7240,37679.00,1.68319431,1.369863014,1.223396648,0.390316427,,6887.958903
7241,37680.00,21.66383635,1.369863014,3.113145251,0.248405817,,4363.984838
7242,37681.00,13.61229864,1.369863014,4.046907821,0.642877639,,4284.726803
7243,37682.00,0.3690244,1.369863014,3.853131285,1.326005687,,4329.200543
7244,37683.00,6.47544495,1.369863014,2.628050279,0.670035931,,5207.249677
7245,37684.00,16.81890269,1.369863014,6.606301676,0.507156479,7.8,3435.638338
7246,37685.00,4.3951834,7.123287671,5.485223464,0.650905855,,3784.958275
7247,37686.00,0,0,3.914622905,1.242075132,,4398.917798
7248,37687.00,13.47683379,7.123287671,4.936173184,0.742463237,,3942.543093
7249,37688.00,53.940895,7.123287671,36.37123743,0.488778577,,739.5084711
7250,37689.00,4.754090835,7.123287671,10.7772486,0.65128841,,2619.828279
7251,37690.00,7.18875641,7.123287671,6.994634078,0.781333944,,3374.40472
7252,37691.00,10.21241855,7.123287671,7.704678771,0.746309959,8.4,3222.879903
7253,37692.00,1.879393755,9.040418442,5.709796089,1.458267216,,3718.316174
7254,37693.00,0,0,4.391044693,1.285365276,,4191.700902
7255,37694.00,0.060032085,2.981082151,3.552209497,2.387816453,,4591.81649
7256,37695.00,0,0,3.014572626,1.701012293,,4917.721047
7257,37696.00,0,0,2.618145251,2.302461337,,5199.498612
7258,37697.00,0,0,2.315715084,2.957071727,,5457.061829
7259,37698.00,0,0,2.109343575,2.125833688,8,5653.648372
7260,37699.00,0.37447303,5.122514934,1.907798883,3.036484382,,5870.04926
7261,37700.00,0,0,1.764879888,1.598581574,,6042.832046
7262,37701.00,0,0,1.64247486,1.709646802,,6203.697249
7263,37702.00,0,0,1.52253352,2.510645143,,6370.737693
7264,37703.00,0,0,1.407444134,2.990649141,,6553.976066
7265,37704.00,0.700853615,12.84990779,1.364304469,1.174727523,,6629.219184
7266,37705.00,0,0,1.265430168,2.914137819,7.9,6801.895903
7267,37706.00,0,0,1.185486034,2.727139395,,6956.111582
7268,37707.00,0,0,1.11298324,2.59584169,,7110.185475
7269,37708.00,0,0,1.061195531,1.876042826,,7228.844623
7270,37709.00,0,0,1.010740223,2.015131501,,7343.820792
7271,37710.00,2.162946205,6.976358821,0.955835196,3.294429457,,7485.295104
