timestep,datetime,J,Cl mg/l,Q,ET,Q Cl mg/l,S_scale
4073,34512.00,0.5,3.01369863,2.117513966,2.056634895,,5637.086522
4074,34513.00,2,3.01369863,1.838740223,5.905567976,6.9,5949.370597
4075,34514.00,0,0,1.683175978,3.831225577,,6143.993754
4076,34515.00,0,0,1.557150838,3.694609798,,6320.36792
4077,34516.00,0,0,1.446259777,3.11053941,,6491.497325
4078,34517.00,0.25,4.657534247,1.377276536,1.40086052,,6607.346621
4079,34518.00,0.25,4.657534247,1.303391061,2.281344345,,6734.037205
4080,34519.00,11.25,4.657534247,1.447617318,0.88002689,,6499.61315
4081,34520.00,8.25,4.657534247,1.531910615,2.536948703,6.8,6353.042856
4082,34521.00,17.5,1.506849315,2.667645251,2.562426087,,5031.389597
4083,34522.00,0,0,1.633826816,4.415596117,,6189.789453
4084,34523.00,0,0,1.39872067,2.52386838,,6565.842969
4085,34524.00,0,0,1.276541899,4.033624538,,6777.872053
4086,34525.00,0.5,1.506849315,1.232648045,1.083626743,,6870.828368
4087,34526.00,0,0,1.182368715,4.942092917,,6964.184419
4088,34527.00,0.25,1.506849315,1.123994413,5.526356719,6.8,7089.217307
4089,34528.00,0.25,1.09629971,1.077837989,5.703318197,,7185.802635
4090,34529.00,0.5,5.632539048,1.035578212,5.031127957,,7291.019841
4091,34530.00,1.75,1.618939947,1.044326816,3.263933562,,7267.074615
4092,34531.00,0,0,0.971446927,5.692165689,,7442.200253
4093,34532.00,0,0,0.928759777,5.377042633,,7559.164097
4094,34533.00,0,0,0.902840782,5.359213794,,7631.202178
4095,34534.00,0,0,0.879511173,4.616589467,6.8,7696.203509
4096,34535.00,0,0,0.855879888,5.146885636,,7766.541912
4097,34536.00,2,11.64383562,0.870611732,1.819477386,,7726.102927
4098,34537.00,0.25,11.64383562,0.831167598,5.14668329,,7836.993626
4099,34538.00,0.75,11.64383562,0.788656425,6.08317466,,7979.236071
4100,34539.00,0.25,11.64383562,0.799139665,2.335856997,,7941.968541
4101,34540.00,0,0,0.760851955,3.667022442,,8066.700975
4102,34541.00,16.25,11.64383562,1.080402235,0.78990947,6.6,7170.867355
4103,34542.00,8.75,3.287671233,1.224854749,4.824892168,,6809.395424
4104,34543.00,0,0,0.836798883,4.503391051,,7812.673737
4105,34544.00,0,0,0.766860335,5.047036034,,8043.148521
4106,34545.00,0,0,0.721910615,3.775369094,,8208.281604
4107,34546.00,6,3.287671233,0.76424581,2.363946896,,8061.051209
4108,34547.00,14.25,3.287671233,1.128494413,1.792247656,,6920.335763
4109,34548.00,15,3.287671233,1.713469274,0.756053673,7,5928.99994
4110,34549.00,7.75,2.054794521,1.794494413,2.012190498,,5904.929044
4111,34550.00,3.5,2.054794521,1.982287709,3.886243103,,5733.538386
4112,34551.00,2,2.054794521,1.262162011,3.330143636,,6791.091864
4113,34552.00,0,0,1.082941341,2.826981957,,7172.285516
4114,34553.00,1.25,2.054794521,1.007497207,2.90620325,,7347.603702
4115,34554.00,0,0,0.924687151,2.7842357,,7567.677403
4116,34555.00,0,0,0.884740223,3.113489678,6.8,7681.072587
4117,34556.00,10.25,3.150684932,1.017653631,0.278538656,,7339.309076
4118,34557.00,0.25,3.150684932,0.952667598,2.408080814,,7485.771298
4119,34558.00,0,0,0.876569832,2.072387324,,7701.593864
4120,34559.00,0,0,0.827673184,4.051972076,,7848.984321
4121,34560.00,0,0,0.80399162,3.454549132,,7929.086757
4122,34561.00,0,0,0.779354749,4.534654765,,8004.402019
4123,34562.00,4.25,3.150684932,0.767765363,2.589506532,6.7,8059.030533
4124,34563.00,22.75,4.931506849,1.94327095,1.063085135,,5684.011532
4125,34564.00,8.5,4.931506849,1.327675978,1.490105681,,6681.817085
4126,34565.00,0.25,4.931506849,1.211128492,2.832793313,,6873.936868
4127,34566.00,1.25,4.931506849,1.040078212,1.469385286,,7273.372677
4128,34567.00,1.5,4.931506849,0.981,3.281786533,,7420.817721
4129,34568.00,1,4.931506849,0.935170391,3.912804032,,7540.159107
4130,34569.00,8.75,4.931506849,1.045231844,2.666422819,6.4,7268.200134
4131,34570.00,24.5,4.520547945,2.423212291,1.545013806,,5303.332688
4132,34571.00,3.5,4.520547945,2.564874302,3.272013294,,5155.850677
4133,34572.00,12.75,4.520547945,2.208645251,2.083589387,,5622.696212
4134,34573.00,8.5,4.520547945,2.929952514,2.677550352,,4919.306957
4135,34574.00,0.5,4.520547945,2.637351955,2.376710882,,5168.098339
4136,34575.00,1,4.520547945,2.046117318,1.760052024,,5716.274703
4137,34576.00,0,0,1.821217877,3.212375706,6.3,5969.753753
4138,34577.00,15.5,3.424657534,2.295377095,0.21495835,,5476.379017
4139,34578.00,5.75,3.424657534,4.156114525,1.584606863,,4266.065606
4140,34579.00,0,0,2.514368715,4.326054114,,5265.305836
4141,34580.00,9.75,3.424657534,2.544234637,0.863959299,,5285.571589
4142,34581.00,12,3.424657534,3.825,1.193884484,,4389.445687
4143,34582.00,0.25,3.424657534,3.413463687,2.592668745,,4623.097039
4144,34583.00,16.5,3.424657534,4.858340782,1.11173321,6.3,3963.118505
4145,34584.00,3.25,4.794520548,4.478581006,2.207084852,,4143.156585
4146,34585.00,14.5,4.794520548,4.561642458,1.41542253,,4182.280256
4147,34586.00,31.25,4.794520548,12.59979888,1.405121005,,2456.779415
4148,34587.00,6.5,4.794520548,10.33365922,1.254585174,,2671.615233
4149,34588.00,20.5,4.794520548,8.46452514,1.69315415,,3087.858184
4150,34589.00,34.5,4.794520548,23.02841061,0.845630521,6.5,1594.751478
4151,34590.00,1,1.780821918,12.17717598,1.741455859,,2450.469108
4152,34591.00,29.5,1.780821918,16.10507263,0.231130553,,2045.770958
4153,34592.00,16.25,1.780821918,13.91090782,0.665711655,,2313.341468
4154,34593.00,0.5,1.780821918,10.67284358,2.261071226,,2637.375577
4155,34594.00,0,0,6.524924581,2.131550431,,3479.403048
4156,34595.00,1.75,1.780821918,4.829329609,1.040138727,,4018.821653
4157,34596.00,20.25,1.780821918,7.089083799,0.913665909,,3340.612288
4158,34597.00,8.25,1.780821918,6.080958101,1.457852918,6.9,3633.58469
4159,34598.00,1.75,2.054794521,5.646821229,1.149595475,,3739.870765
4160,34599.00,0,0,4.516340782,1.080076962,,4144.630643
4161,34600.00,0.75,2.054794521,3.801519553,0.683448735,,4467.528049
4162,34601.00,8,2.054794521,3.406148045,1.239647285,,4695.268469
4163,34602.00,5.25,2.054794521,4.55852514,0.144196403,,4121.885745
4164,34603.00,0.5,2.054794521,3.440689944,1.413016951,,4657.589357
4165,34604.00,0.5,2.054794521,3.03903352,0.796985046,7.1,4904.424421
4166,34605.00,1.25,1.643835616,2.786530726,0.888682096,,5078.539894
4167,34606.00,0,0,2.494910615,0.931899633,,5301.908039
4168,34607.00,1.75,1.643835616,2.323407821,0.560656145,,5454.045077
4169,34608.00,6.5,1.643835616,2.331578212,0.76946017,,5456.382099
4170,34609.00,30.25,1.643835616,8.244553073,0.484107935,,3036.859603
4171,34610.00,3.75,1.643835616,5.922276536,0.696069934,,3636.720471
4172,34611.00,0,0,4.274472067,1.512250057,6.8,4238.275456
4173,34612.00,0.25,10.83734888,3.496977654,1.343113809,,4627.182613
4174,34613.00,0,0,3.091324022,1.331766768,,4868.950742
4175,34614.00,0,0,2.747664804,0.880251871,,5104.557626
4176,34615.00,0.25,17.06548736,2.502879888,0.798481042,,5297.884651
4177,34616.00,0,0,2.285648045,1.564164639,,5484.884956
4178,34617.00,0,0,2.104818436,2.156041447,,5660.766978
4179,34618.00,0.5,7.057654745,1.980251397,0.740135454,6.7,5792.843011
4180,34619.00,0,0,1.853597765,1.981638327,,5935.334645
4181,34620.00,0,0,1.740997207,2.061852889,,6074.249061
4182,34621.00,0,0,1.646547486,2.151338905,,6199.133384
4183,34622.00,0,0,1.563134078,2.106795667,,6316.346443
4184,34623.00,0.25,5.72094593,1.521377095,0.203850607,,6379.388449
4185,34624.00,0,0,1.442564246,0.771428007,,6497.761508
4186,34625.00,0,0,1.390851955,0.999903361,6.6,6586.911732
4187,34626.00,10,2.054794521,1.644913408,0.10828754,,6181.787857
4188,34627.00,0.25,2.054794521,1.484597765,0.646689687,,6419.613294
4189,34628.00,17,2.054794521,2.306162011,0.406291144,,5453.578348
4190,34629.00,37.75,2.054794521,9.700667598,0.262899434,,2456.488227
4191,34630.00,8.75,2.054794521,10.06282961,0.860890779,,2589.80365
4192,34631.00,16.5,2.054794521,6.962681564,0.676507567,,3450.03168
4193,34632.00,24,2.054794521,11.45297765,0.590855277,5.9,2623.275075
4194,34633.00,38.75,4.109589041,27.25159777,0.417653862,,1419.036288
4195,34634.00,12.5,4.109589041,18.21836313,0.496564335,,1858.181888
4196,34635.00,5.5,4.109589041,10.40367318,0.88458108,,2710.018028
4197,34636.00,44,4.109589041,16.55301117,0.534853788,,1903.882316
4198,34637.00,36,4.109589041,36.22630726,0.53604566,,954.6111701
4199,34638.00,27.25,4.109589041,26.40436592,0.533949051,,1395.247673
4200,34639.00,0.5,4.109589041,12.20332123,0.793128365,6.3,2441.645956
4201,34640.00,1.5,2.739726027,7.214656425,0.371139072,,3311.875824
4202,34641.00,13.25,2.739726027,6.813150838,0.146982887,,3428.982237
4203,34642.00,0,0,5.879941341,0.636574517,,3650.18848
4204,34643.00,0,0,4.561969274,0.495089375,,4125.138277
4205,34644.00,0,0,3.761346369,0.803323694,,4484.938598
4206,34645.00,4.5,2.739726027,3.351368715,0.11135959,,4718.155874
4207,34646.00,15.75,2.739726027,3.934357542,0.130373603,6.5,4456.832396
4208,34647.00,7.25,0.95890411,6.974421788,0.340824065,,3334.92674
4209,34648.00,1.25,0.95890411,4.811907821,0.129387522,,4028.69785
4210,34649.00,3.5,0.95890411,4.072726257,0.124920066,,4348.255026
4211,34650.00,17.25,0.95890411,8.853108939,0.132119394,,2953.867116
4212,34651.00,54.5,0.95890411,26.25807821,0.212127785,,1137.071928
4213,34652.00,20.25,0.95890411,31.01472905,0.543215316,,1071.539644
4214,34653.00,6.25,0.95890411,9.626681564,0.569966873,6,2840.154092
4215,34654.00,13.75,2.054794521,8.335106145,0.405397874,,3089.675838
4216,34655.00,3.5,2.054794521,6.95850838,0.437484121,,3377.22234
4217,34656.00,14.5,2.054794521,7.276625698,0.446340436,,3341.901681
4218,34657.00,17.5,2.054794521,10.97969832,0.226052183,,2679.288474
4219,34658.00,38.5,2.054794521,31.92956145,0.262953112,,1063.14155
4220,34659.00,0,0,10.35819553,0.475143619,5.9,2700.898916
4221,34660.00,1.25,2.591872244,6.630988827,0.327882911,,3456.536868
4222,34661.00,0.75,4.402160403,5.029818436,0.436003121,,3945.548919
4223,34662.00,2,1.905795726,4.12722905,0.161784466,,4311.053351
4224,34663.00,2.5,2.259433127,3.468594972,0.17532333,,4644.705454
4225,34664.00,1,2.583444478,3.158296089,0.207557955,,4830.960247
4226,34665.00,0.5,4.014775504,2.883041899,0.037147266,,5008.335663
4227,34666.00,0.25,3.495059652,2.556829609,0.228542487,,5251.958427
4228,34667.00,0,0,2.322678771,0.114218895,6.1,5451.687742
4229,34668.00,0,0,2.136192737,0.081989656,,5628.145062
4230,34669.00,0.25,6.712328767,1.987416201,0.083056912,,5785.061106
4231,34670.00,0,0,1.856287709,0.187666051,,5932.150911
4232,34671.00,17.5,6.712328767,3.364541899,0.305224921,,4647.987533
4233,34672.00,38.75,6.712328767,16.3351257,0.341713191,,1957.116892
4234,34673.00,13.5,6.712328767,10.44439944,0.315918229,,2717.248466
4235,34674.00,15,6.712328767,8.248374302,0.49292099,5.9,3249.018698
4236,34675.00,10,10.95890411,10.88175419,0.360359584,,2539.844031
4237,34676.00,19.5,10.95890411,16.21347486,0.370524487,,2009.319891
4238,34677.00,0,0,7.623125698,0.269548856,,3216.044631
4239,34678.00,12.25,10.95890411,6.568089385,0.245446122,,3500.216554
4240,34679.00,11.75,10.95890411,6.692027933,0.246202113,,3473.503237
4241,34680.00,7.75,10.95890411,7.185519553,0.196129029,,3349.672519
4242,34681.00,26.25,10.95890411,16.13677374,0.17368482,6.9,1891.486775
4243,34682.00,0,0,9.773094972,0.115339443,,2794.88076
4244,34683.00,8.5,6.02739726,6.711460894,0.22871871,,3458.368315
4245,34684.00,1.75,6.02739726,6.046969274,0.240043758,,3609.011414
4246,34685.00,31.25,6.02739726,9.956865922,0.305970993,,2670.120774
4247,34686.00,13.25,6.02739726,15.40146369,0.231873608,,2045.835238
4248,34687.00,7.75,6.02739726,9.18972905,0.277347681,,2928.226636
4249,34688.00,9.75,6.02739726,7.88548324,0.074038892,6.8,3194.44015
4250,34689.00,0,0,6.521002793,0.004897519,,3486.170378
4251,34690.00,0.25,12.05479452,5.04223743,0.165953205,,3943.210166
4252,34691.00,0,0,4.085798883,0.300952808,,4326.792001
4253,34692.00,14,12.05479452,4.258357542,0.257861706,,4293.279266
4254,34693.00,14,12.05479452,7.737536313,0.17481886,,3217.004532
4255,34694.00,71.5,12.05479452,33.31299721,0.194227805,,862.6973473
4256,34695.00,126.5,12.05479452,96.2892905,0.339514732,,-33.68652
4257,34696.00,75.25,12.05479452,74.65459777,0.320935325,,197.9712778
4258,34697.00,11.25,12.05479452,17.7674581,0.414273014,,1874.131985
4259,34698.00,31.5,12.05479452,27.2923743,0.391510213,,1337.555192
4260,34699.00,4.5,12.05479452,11.1252067,0.152885228,,2605.281683
4261,34700.00,1.5,12.05479452,7.007656425,0.069886615,,3356.341854
4262,34701.00,0,0,4.879734637,0,,3996.854627
4263,34702.00,0,0,3.916407821,0,6.5,4408.883396
4264,34703.00,16.5,5.479452055,4.10251676,0.20007146,,4365.610385
4265,34704.00,25,5.479452055,14.8442933,0.304689114,,2159.603288
4266,34705.00,3.5,5.479452055,7.953360335,0.087452279,,3142.269942
4267,34706.00,9.75,5.479452055,6.625256983,0.287632945,,3487.22081
4268,34707.00,16.5,5.479452055,12.10507542,0.307736642,,2476.156837
4269,34708.00,14.25,5.479452055,7.668905028,0.295412656,,3250.400364
4270,34709.00,73.75,5.479452055,41.15378212,0.314695512,7.5,603.6140241
4271,34710.00,0,0,17.83493296,0.173573023,,1751.472939
4272,34711.00,0.25,1.917808219,7.876835196,0.17967516,,3160.792798
4273,34712.00,20.5,1.917808219,8.446927374,0.303367076,,3093.343454
4274,34713.00,20.5,1.917808219,13.3243743,0.290238155,,2342.453866
4275,34714.00,9,1.917808219,13.27386872,0.372030305,,2353.548686
4276,34715.00,6.5,1.917808219,8.544092179,0.598466037,,3050.36296
4277,34716.00,21.25,1.917808219,12.32303631,0.147638278,6.9,2380.596926
4278,34717.00,0.25,20.54794521,8.661318436,0.04423559,,2999.885435
4279,34718.00,15.75,20.54794521,8.406553073,0.089327363,,3078.70908
4280,34719.00,5,20.54794521,7.796111732,0.295312682,,3198.634578
4281,34720.00,29.25,20.54794521,14.51353073,0.465858587,,2119.222197
4282,34721.00,6.25,20.54794521,9.460860335,0.374930222,,2867.302869
4283,34722.00,6.25,20.54794521,8.150053073,0.551335121,,3156.121517
4284,34723.00,4.5,20.54794521,7.982120112,0.350529017,8.7,3153.112076
4285,34724.00,50,4.383561644,26.56546089,0.090316541,,1007.684688
4286,34725.00,2.25,4.383561644,17.14442179,0,,1769.119763
4287,34726.00,32.5,4.383561644,35.87847486,0.117866542,,671.0992049
4288,34727.00,36.25,4.383561644,28.80251397,0.486091573,,1249.965122
4289,34728.00,5.75,4.383561644,17.40698045,0.39298559,,1872.006606
4290,34729.00,4.5,4.383561644,8.910351955,0.442835106,,2972.298937
4291,34730.00,50.25,4.383561644,25.01185475,0.248882143,7.3,1258.032592
4292,34731.00,6,2.054794521,18.47551676,0.235194483,,1711.703159
4293,34732.00,0.25,2.054794521,9.046634078,0.743326977,,2939.363321
4294,34733.00,6.5,2.054794521,7.326326816,0.461222552,,3302.575851
4295,34734.00,0.25,2.054794521,5.564840782,0.269598913,,3768.666126
4296,34735.00,12.25,2.054794521,5.375011173,0.280416714,,3871.054359
4297,34736.00,3.25,2.054794521,5.811863128,0.566688247,,3671.527954
4298,34737.00,3.75,2.054794521,4.658203911,0.357611952,6.7,4101.010464
4299,34738.00,4.75,2.602739726,4.593444134,0.151710165,,4122.023953
4300,34739.00,3,2.602739726,4.195055866,0.058057291,,4307.193382
4301,34740.00,7,2.602739726,5.30698324,0.125465944,,3864.356943
4302,34741.00,42.5,2.602739726,25.23104749,0.291040533,,1124.950269
4303,34742.00,34.5,2.602739726,21.20618715,0.757480515,,1638.973438
4304,34743.00,24.75,2.602739726,33.98467877,0.472131181,,972.9785049
4305,34744.00,13.75,2.602739726,13.61599441,0.64671585,6.4,2337.017767
4306,34745.00,14.5,11.36986301,11.46874022,0.649621865,,2589.934283
4307,34746.00,23.5,11.36986301,14.10294972,0.621795372,,2212.201813
4308,34747.00,9.75,11.36986301,12.03481006,0.739837352,,2505.413229
4309,34748.00,35.75,11.36986301,21.48387989,0.565828733,,1479.605181
4310,34749.00,20.5,11.36986301,25.17058659,0.464577079,,1353.869436
4311,34750.00,22.75,11.36986301,16.13835754,0.475071036,,2115.703368
4312,34751.00,11.25,11.36986301,16.05139944,0.672904798,7.7,2030.216565
4313,34752.00,17.25,8.767123288,14.05279609,0.359940003,,2282.532134
4314,34753.00,14.25,8.767123288,11.65768994,0.372415374,,2572.129107
4315,34754.00,13.75,8.767123288,10.55601955,0.358847255,,2762.612492
4316,34755.00,2.5,8.767123288,11.17329888,0.582988469,,2586.179592
4317,34756.00,0.5,8.767123288,7.335703911,0.756142093,,3292.330309
4318,34757.00,9.75,8.767123288,7.427891061,0.45127386,,3287.254913
4319,34758.00,9,8.767123288,6.42524581,0.364706914,7.1,3546.423498
4320,34759.00,29.75,9.315068493,17.93478771,0.577397599,,1913.735334
4321,34760.00,4.75,9.315068493,8.606463687,0.059186373,,3024.183062
4322,34761.00,6.5,9.315068493,6.25502514,0.097657575,,3561.007645
4323,34762.00,3.75,9.315068493,4.995050279,0.106722265,,3971.970139
4324,34763.00,12,9.315068493,7.943731844,0.416615413,,3170.733337
4325,34764.00,5.5,9.315068493,5.921773743,0.194671562,,3652.524224
4326,34765.00,5.5,9.315068493,4.932603352,0.066747322,7.9,3987.839799
4327,34766.00,4.5,11.23287671,4.516391061,0.273540274,,4156.340975
4328,34767.00,1.75,11.23287671,4.496731844,0.241315637,,4195.462776
4329,34768.00,0,0,11.00559218,0.934695653,,2660.150371
4330,34769.00,2.5,11.23287671,15.12409777,0.362599412,,2181.713388
4331,34770.00,0.5,11.23287671,8.597689944,1.516491989,,3022.653811
4332,34771.00,9.25,11.23287671,6.344949721,1.999184121,,3541.154704
4333,34772.00,28,11.23287671,6.005212291,0.556794863,7.3,3648.929839
4334,34773.00,4.25,14.79452055,5.002617318,0.558412809,,3957.895011
4335,34774.00,29,14.79452055,5.067276536,0.758786132,,4082.771629
4336,34775.00,40.25,14.79452055,8.89725419,0.925328111,,2900.975343
4337,34776.00,21,14.79452055,5.516698324,1.139740126,,3793.962053
4338,34777.00,6.75,14.79452055,5.201572626,1.224369544,,3894.091936
4339,34778.00,4,14.79452055,4.443888268,0.408076576,,4180.923621
4340,34779.00,0.5,14.79452055,3.895918994,0.849913023,7.2,4421.962231
4341,34780.00,0,0,3.385432961,2.133453004,,4691.634618
4342,34781.00,0.25,2.739726027,3.042226257,3.571637302,,4906.756029
4343,34782.00,2.25,2.739726027,2.992298883,1.695912912,,4943.885086
4344,34783.00,7.25,2.739726027,3.088986034,1.023350861,,4874.650604
4345,34784.00,28.25,2.739726027,4.88252514,0.472983807,,3970.442202
4346,34785.00,6.25,2.739726027,9.539924581,1.565492505,,2526.252314
4347,34786.00,40,2.739726027,24.87119832,0.192422009,7.1,1186.450281
4348,34787.00,0,0,10.24790782,2.217947239,,2693.218055
4349,34788.00,0.75,2.876712329,6.295248603,1.001174985,,3549.076506
4350,34789.00,3.25,2.876712329,5.190335196,0.752027888,,3896.541339
4351,34790.00,1.25,2.876712329,4.425209497,1.551986348,,4184.901034
4352,34791.00,0,0,3.64052514,2.911830391,,4546.499967
4353,34792.00,2,2.876712329,3.288846369,0.821923041,,4752.708371
4354,34793.00,0,0,2.955921788,1.595766156,7.1,4958.006857
4355,34794.00,8.25,2.191780822,2.852321229,0.6737136,,5048.827111
4356,34795.00,0.5,2.191780822,2.797944134,3.125048948,,5052.412871
4357,34796.00,0.25,2.191780822,2.423539106,2.096575724,,5363.106648
4358,34797.00,0,0,2.22903352,0.764590843,,5540.056035
4359,34798.00,0,0,2.06097486,2.08839383,,5704.847089
4360,34799.00,1.75,2.191780822,1.935930168,2.487174546,,5839.636941
4361,34800.00,0,0,1.766865922,2.465343477,6.7,6040.358148
4362,34801.00,0,0,1.648307263,3.62195233,,6193.585022
4363,34802.00,0,0,1.540910615,3.66837504,,6347.222721
4364,34803.00,0,0,1.452192737,3.426191184,,6482.262233
4365,34804.00,0,0,1.370941341,2.024032294,,6615.775827
4366,34805.00,1.75,3.698630137,1.327399441,0.806053101,,6695.018993
4367,34806.00,39.25,3.698630137,5.000731844,0.487405197,,3525.05605
4368,34807.00,7.5,3.698630137,4.704486034,2.300400033,7.6,3974.159969
4369,34808.00,1.25,2.876712329,2.722927374,1.707650444,,5109.448401
4370,34809.00,2.25,2.876712329,2.295,1.515082766,,5476.453468
4371,34810.00,0.5,2.876712329,2.094938547,1.588843836,,5667.782893
4372,34811.00,11.25,2.876712329,2.317399441,0.307005802,,5475.3432
4373,34812.00,1.5,2.876712329,2.582170391,1.733356027,,5213.230106
4374,34813.00,0.75,2.876712329,2.091645251,1.621496313,,5669.702931
4375,34814.00,0,0,1.877656425,3.632395452,7,5901.933947
4376,34815.00,0,0,1.704871508,2.998101763,,6117.5179
4377,34816.00,0,0,1.553631285,2.789566578,,6325.060983
4378,34817.00,0,0,1.429039106,3.328615071,,6516.941265
4379,34818.00,1.5,8.073427719,1.384717877,0.353656061,,6596.664829
4380,34819.00,0.25,8.496391737,1.292405028,3.125561806,,6747.119399
4381,34820.00,0,0,1.189181564,3.414387605,,6952.415329
4382,34821.00,0,0,1.135256983,4.284495457,6.8,7061.233179
4383,34822.00,0,0,1.064036313,5.436229274,,7215.525653
4384,34823.00,0,0,0.977430168,6.133336952,,7425.277566
4385,34824.00,0,0,0.904575419,5.649996372,,7619.479334
4386,34825.00,0,0,0.846075419,6.29034464,,7789.130386
4387,34826.00,0,0,0.789837989,4.651500862,,7971.650225
4388,34827.00,0,0,0.75227933,1.192047716,,8096.472025
4389,34828.00,0,0,0.719748603,2.329914744,6.7,8213.890449
4390,34829.00,1.5,6.164383562,0.697826816,2.831556258,,8301.713707
4391,34830.00,4.5,6.164383562,0.773170391,0.748086696,,8028.326639
4392,34831.00,3.75,6.164383562,0.715022346,1.606463749,,8234.88538
4393,34832.00,0,0,0.682868715,2.185407567,,8352.143051
4394,34833.00,0,0,0.658583799,2.962910298,,8452.717329
4395,34834.00,0.25,6.164383562,0.653430168,3.71735523,6.6,8475.526169
4396,34835.00,7.5,1.232876712,0.666603352,0.580921318,,8431.937931
4397,34836.00,22.75,1.232876712,2.652209497,0.727986944,,5031.93033
4398,34837.00,5.75,1.232876712,1.237349162,3.029855171,,6790.777377
4399,34838.00,4.5,1.232876712,1.354701117,3.316529712,,6616.585666
4400,34839.00,0,0,0.973432961,1.635540586,,7415.54936
4401,34840.00,0,0,0.855075419,2.721090246,,7761.752133
4402,34841.00,0,0,0.817843575,3.034033438,,7885.543159
4403,34842.00,0,0,0.804494413,3.307573498,6.8,7926.141379
4404,34843.00,7,4.383561644,0.824203911,1.003391927,,7872.301744
4405,34844.00,4,4.383561644,0.823550279,2.849449101,,7866.136952
4406,34845.00,2,4.383561644,0.843888268,2.261735942,,7800.498621
4407,34846.00,11,4.383561644,0.970642458,1.613513542,,7472.801117
4408,34847.00,3,4.383561644,1.062829609,2.27357911,,7194.887271
4409,34848.00,20.75,4.383561644,2.408656425,1.311480564,,5191.114721
4410,34849.00,1.75,4.383561644,2.118041899,2.055450899,,5575.12129
4411,34850.00,0,0,1.354776536,2.199202479,6.9,6622.656563
4412,34851.00,1.5,1.095890411,1.208463687,2.099444477,,6910.953692
4413,34852.00,0.5,1.095890411,1.143377095,2.643971221,,7049.866146
4414,34853.00,25.5,1.095890411,2.813153631,1.941691367,,5049.57152
4415,34854.00,1.75,1.095890411,2.989307263,2.771447239,,4861.158639
4416,34855.00,0,0,1.954558659,2.791481249,,5797.527071
4417,34856.00,3.25,1.095890411,1.69496648,1.970329126,6.6,6139.160106
4418,34857.00,5,3.561643836,1.834064246,3.588346671,,5949.85815
4419,34858.00,0.75,3.561643836,1.505187151,3.307952959,,6396.836918
4420,34859.00,0,0,1.387784916,4.675613977,,6585.94964
4421,34860.00,0.25,3.561643836,1.332955307,2.008132056,,6681.75592
4422,34861.00,3,3.561643836,1.297131285,1.407738526,,6751.403726
4423,34862.00,0,0,1.231868715,2.75691133,,6862.082052
4424,34863.00,0,0,1.161427374,2.324099281,6.6,7009.755917
4425,34864.00,0,0,1.142824022,2.983514616,,7046.492111
4426,34865.00,0,0,1.056846369,3.984294396,,7230.740922
4427,34866.00,8,0.95890411,0.97197486,1.953480022,,7444.204632
4428,34867.00,21.5,0.95890411,3.192963687,1.560307049,,4674.670258
4429,34868.00,0,0,1.86822905,4.079109618,,5839.394471
4430,34869.00,1,0.95890411,1.406162011,1.44929199,,6554.561492
4431,34870.00,7.75,0.95890411,1.401184358,2.997609401,6.7,6573.686879
4432,34871.00,0,0,1.351910615,5.116998301,,6638.721242
4433,34872.00,0,0,1.185963687,5.914409867,,6954.198531
4434,34873.00,0,0,1.165022346,6.578083895,,7004.393068
4435,34874.00,0,0,1.104536313,4.732901114,,7126.053184
4436,34875.00,0,0,1.063759777,5.5267673,,7209.105678
4437,34876.00,0,0,0.947187151,4.173691624,,7507.634013
4438,34877.00,0,0,0.88426257,7.250031142,6.5,7681.572715
4439,34878.00,0,0,0.855150838,6.704721486,,7768.025385
4440,34879.00,0,0,0.816310056,7.570535793,,7883.0778
4441,34880.00,0,0,0.774,7.974208556,,8022.674566
4442,34881.00,0,0,0.756075419,1.334060627,,8090.355502
4443,34882.00,0,0,0.754667598,2.589690472,,8090.344468
4444,34883.00,0,0,0.726134078,4.140304109,,8192.264477
4445,34884.00,0.75,0.675721222,0.708913408,1.615822135,6.4,8259.156314
4446,34885.00,0,0,0.706248603,4.069643642,,8263.955688
4447,34886.00,5.5,2.054794521,0.720955307,2.014396981,,8218.326588
4448,34887.00,1,2.054794521,0.683472067,4.468451592,,8347.368092
4449,34888.00,0.25,2.054794521,0.658684358,5.527080038,,8452.479547
4450,34889.00,0,0,0.639100559,6.234011451,,8534.358303
4451,34890.00,9.75,2.054794521,0.718592179,1.440323626,,8224.626364
4452,34891.00,1.5,2.054794521,0.756578212,1.349832445,6.7,8066.466071
4453,34892.00,0.25,2.739726027,0.692924581,5.009575348,,8313.965997
4454,34893.00,0,0,0.660519553,3.511484065,,8443.423565
4455,34894.00,22,2.739726027,0.828502793,2.854972109,,7863.290931
4456,34895.00,13,2.739726027,1.130153631,2.178854582,,7121.015602
4457,34896.00,10.75,2.739726027,1.525650838,3.558881177,,6236.265094
4458,34897.00,20.25,2.739726027,1.943572626,2.528401809,,5861.339209
4459,34898.00,39,2.739726027,16.91637989,0.835218768,4.8,1868.426286
4460,34899.00,3.5,1.724971292,6.098606145,2.90666901,,3567.629522
4461,34900.00,1,2.466346289,3.723184358,4.415910335,,4481.649933
4462,34901.00,1.5,4.444858459,2.883293296,2.532695321,,4994.192664
4463,34902.00,0,0,2.279513966,3.753728687,,5481.106367
4464,34903.00,0,0,1.973463687,4.229639804,,5792.872016
4465,34904.00,0,0,1.758067039,5.328169275,,6047.396522
4466,34905.00,0,0,1.564365922,7.412022499,6.3,6307.266941
